id,city,source,page,title,content,full_text,url
267033,Ha Noi,congdanso_hanoi,1,,"Đầu ngách 108 ngõ 93 Hoàng Văn Thái thường xuyên có xe đỗ, có hôm thì để tập trung rất nhiều rác, gây cản trở giao thông đi lại. Kính mong các cơ quan xem xét.",". Đầu ngách 108 ngõ 93 Hoàng Văn Thái thường xuyên có xe đỗ, có hôm thì để tập trung rất nhiều rác, gây cản trở giao thông đi lại. Kính mong các cơ quan xem xét.",https://congdanso.hanoi.gov.vn/phan-anh/do-xe-gay-can-tro-giao-thong-ngo-93-hoang-van-thai-267033
273212,Ha Noi,congdanso_hanoi,1,,"Tôi xin phản ánh và kiến nghị một số nội dung liên quan đến việc tổ chức giao thông tại khu vực tuyến đường mòn Xuân Thụy (song song QL5B), đoạn kết nối qua hầm chui ra đường Lê Trần Cẩn, hướng đi khu đô thị Vinhomes Ocean Park 2, cụ thể như sau: 1. Thực trạng: Hiện nay, tuyến đường mòn Xuân Thụy vẫn chưa được hoàn thiện đồng bộ. Khi di chuyển đến cuối tuyến, người dân buộc phải đi qua hầm chui, sau đó ra đường Lê Trần Cẩn để tiếp tục di chuyển. Tuy nhiên, thời gian gần đây, cơ quan chức năng đã lắp đặt nhiều biển báo “đường một chiều” trên tuyến đường này. Việc cắm biển dẫn đến tình trạng người dân không thể di chuyển theo lộ trình thuận tiện như trước đây, nếu không muốn vi phạm giao thông. Để đi đúng luật, người dân buộc phải rẽ vào ngõ 432 Kiêu Kỵ và đi vòng một quãng đường xa mới có thể quay lại hướng đi về Ocean Park 2, gây bất tiện và kéo dài thời gian di chuyển. 2. Bất cập: Hạ tầng giao thông tại khu vực chưa hoàn thiện nhưng đã áp dụng tổ chức giao thông hạn chế (một chiều), chưa phù hợp với thực tế đi lại. Trước khi cắm biển, khu vực này không phát sinh ùn tắc hoặc tai nạn đáng kể. Việc thiếu biển chỉ dẫn rõ ràng khiến người dân lúng túng, dễ vô tình vi phạm quy định giao thông. 3. Kiến nghị: Kính đề nghị Quý Cơ quan: Có văn bản hướng dẫn cụ thể lộ trình di chuyển hợp pháp, thuận tiện cho người dân tại khu vực nêu trên; Xem xét điều chỉnh lại phương án tổ chức giao thông (biển báo một chiều) cho phù hợp với điều kiện hạ tầng thực tế; Trường hợp cần thiết, bổ sung biển chỉ dẫn chi tiết để người dân dễ dàng nhận biết và chấp hành đúng quy định.",". Tôi xin phản ánh và kiến nghị một số nội dung liên quan đến việc tổ chức giao thông tại khu vực tuyến đường mòn Xuân Thụy (song song QL5B), đoạn kết nối qua hầm chui ra đường Lê Trần Cẩn, hướng đi khu đô thị Vinhomes Ocean Park 2, cụ thể như sau: 1. Thực trạng: Hiện nay, tuyến đường mòn Xuân Thụy vẫn chưa được hoàn thiện đồng bộ. Khi di chuyển đến cuối tuyến, người dân buộc phải đi qua hầm chui, sau đó ra đường Lê Trần Cẩn để tiếp tục di chuyển. Tuy nhiên, thời gian gần đây, cơ quan chức năng đã lắp đặt nhiều biển báo “đường một chiều” trên tuyến đường này. Việc cắm biển dẫn đến tình trạng người dân không thể di chuyển theo lộ trình thuận tiện như trước đây, nếu không muốn vi phạm giao thông. Để đi đúng luật, người dân buộc phải rẽ vào ngõ 432 Kiêu Kỵ và đi vòng một quãng đường xa mới có thể quay lại hướng đi về Ocean Park 2, gây bất tiện và kéo dài thời gian di chuyển. 2. Bất cập: Hạ tầng giao thông tại khu vực chưa hoàn thiện nhưng đã áp dụng tổ chức giao thông hạn chế (một chiều), chưa phù hợp với thực tế đi lại. Trước khi cắm biển, khu vực này không phát sinh ùn tắc hoặc tai nạn đáng kể. Việc thiếu biển chỉ dẫn rõ ràng khiến người dân lúng túng, dễ vô tình vi phạm quy định giao thông. 3. Kiến nghị: Kính đề nghị Quý Cơ quan: Có văn bản hướng dẫn cụ thể lộ trình di chuyển hợp pháp, thuận tiện cho người dân tại khu vực nêu trên; Xem xét điều chỉnh lại phương án tổ chức giao thông (biển báo một chiều) cho phù hợp với điều kiện hạ tầng thực tế; Trường hợp cần thiết, bổ sung biển chỉ dẫn chi tiết để người dân dễ dàng nhận biết và chấp hành đúng quy định.",https://congdanso.hanoi.gov.vn/phan-anh/cam-bien-mot-chieu-bat-hop-ly-273212
272599,Ha Noi,congdanso_hanoi,1,,"xe ô tô BKS 30B 024.90 liên tục đỗ xe nhiều ngày, hơn 1 tháng nay tại khu vực biển Cấm đỗ trước cửa nhà văn hoá KDC Nam Thăng Long 1 và 3, ngõ 20, phố Nguỵ Như Kon Tum, phường Thanh Xuân. Kính đề nghị cơ quan chức năng xử lí theo đúng quy định Pháp Luật",". xe ô tô BKS 30B 024.90 liên tục đỗ xe nhiều ngày, hơn 1 tháng nay tại khu vực biển Cấm đỗ trước cửa nhà văn hoá KDC Nam Thăng Long 1 và 3, ngõ 20, phố Nguỵ Như Kon Tum, phường Thanh Xuân. Kính đề nghị cơ quan chức năng xử lí theo đúng quy định Pháp Luật",https://congdanso.hanoi.gov.vn/phan-anh/xe-o-to-lien-tuc-do-nhieu-ngay-tai-khu-vuc-bien-cam-do-272599
270199,Ha Noi,congdanso_hanoi,1,,"Xe hàng rong bán hoa này ngày nào cũng bán vào giờ cao điểm sáng tại lối vào đường Văn Tân kđt Linh Đàm, ngay sát chung cư Hud 3. Lối rẽ này thường có ô tô đi vào và xe đưa đón con đi học của phụ huynh . Bán ở đây tiềm ẩn mất ATGT cho người mua hoa và các phương tiện đi lại. Đề nghị CAP kiểm tra và nhắc nhở.",". Xe hàng rong bán hoa này ngày nào cũng bán vào giờ cao điểm sáng tại lối vào đường Văn Tân kđt Linh Đàm, ngay sát chung cư Hud 3. Lối rẽ này thường có ô tô đi vào và xe đưa đón con đi học của phụ huynh . Bán ở đây tiềm ẩn mất ATGT cho người mua hoa và các phương tiện đi lại. Đề nghị CAP kiểm tra và nhắc nhở.",https://congdanso.hanoi.gov.vn/phan-anh/xe-ban-hang-rong-ngay-nao-cung-xuat-hien-tai-diem-re-dvan-tan-linh-dam-270199
271447,Ha Noi,congdanso_hanoi,1,,Kính gửi công an Xã Quảng Oai Trục đường xã Cam Thượng cũ sang xã Đường lâm cũ đường cấm xe tổng trọng tải 6 tấn ? Thế mà bao nhiêu xe vượt tổng trọng tải đi vào đường ủy ban xã Cam thượng cũ gây ác tắc giao thông khi giờ học sinh đi học và tan học mong Công an xã Quảng Oai hay đi tuần tra để bà con yên tâm,. Kính gửi công an Xã Quảng Oai Trục đường xã Cam Thượng cũ sang xã Đường lâm cũ đường cấm xe tổng trọng tải 6 tấn ? Thế mà bao nhiêu xe vượt tổng trọng tải đi vào đường ủy ban xã Cam thượng cũ gây ác tắc giao thông khi giờ học sinh đi học và tan học mong Công an xã Quảng Oai hay đi tuần tra để bà con yên tâm,https://congdanso.hanoi.gov.vn/phan-anh/vi-pham-giao-thong-271447
272892,Ha Noi,congdanso_hanoi,1,,"Kính gửi cơ quan chức năng. Hiện tại tại khu vực ngõ 6 Miêu Nha, Xuân Phương, Hà Nội (Đoạn gần chùa, sân vui chơi) đang xảy ra tình trạng nhiều phương tiện ô tô đỗ sai quy định, lấn chiếm lòng đường trong ngõ, gây cản trở giao thông và tiềm ẩn nguy cơ mất an toàn cho người dân. Tình trạng này diễn ra thường xuyên, đặc biệt vào các khung giờ cao điểm và buổi tối, khiến việc đi lại của người dân gặp nhiều khó khăn. Kính đề nghị cơ quan chức năng kiểm tra, xử lý và có biện pháp chấn chỉnh kịp thời để đảm bảo trật tự an toàn giao thông tại khu vực. Xin trân trọng cảm ơn!",". Kính gửi cơ quan chức năng. Hiện tại tại khu vực ngõ 6 Miêu Nha, Xuân Phương, Hà Nội (Đoạn gần chùa, sân vui chơi) đang xảy ra tình trạng nhiều phương tiện ô tô đỗ sai quy định, lấn chiếm lòng đường trong ngõ, gây cản trở giao thông và tiềm ẩn nguy cơ mất an toàn cho người dân. Tình trạng này diễn ra thường xuyên, đặc biệt vào các khung giờ cao điểm và buổi tối, khiến việc đi lại của người dân gặp nhiều khó khăn. Kính đề nghị cơ quan chức năng kiểm tra, xử lý và có biện pháp chấn chỉnh kịp thời để đảm bảo trật tự an toàn giao thông tại khu vực. Xin trân trọng cảm ơn!",https://congdanso.hanoi.gov.vn/phan-anh/de-xe-lan-chiem-duong-gay-can-tro-giao-thong-phan-anh-kien-nghi-lan-2-272892
273256,Ha Noi,congdanso_hanoi,1,,Các xe đỗ gây cản trở giao thông ở cổng trường tiểu học lê trọng tấn,. Các xe đỗ gây cản trở giao thông ở cổng trường tiểu học lê trọng tấn,https://congdanso.hanoi.gov.vn/phan-anh/can-tro-giao-thong-273256
271297,Ha Noi,congdanso_hanoi,1,,Ô tô đỗ cổng trường tiểu học lê trọng tấn gây ách tắc giao thông nguy hiểm cho các cháu học sinh đi học,. Ô tô đỗ cổng trường tiểu học lê trọng tấn gây ách tắc giao thông nguy hiểm cho các cháu học sinh đi học,https://congdanso.hanoi.gov.vn/phan-anh/phan-anh-tai-to-5-yen-nghia-canh-truong-tieu-hoc-le-trong-tan-271297
272876,Ha Noi,congdanso_hanoi,1,,"Từ lâu con đường Đản Dị, Đông Anh bị các hộ kinh doanh hai bên đường lấn chiếm vỉa hè, đỗ ô tô dưới lòng đường gây cản trở giao thông nhất là vào giờ cao điểm. Đề nghị các cấp thẩm quyền dẹp tình trạng trên. Xin chân thành cảm ơn!",". Từ lâu con đường Đản Dị, Đông Anh bị các hộ kinh doanh hai bên đường lấn chiếm vỉa hè, đỗ ô tô dưới lòng đường gây cản trở giao thông nhất là vào giờ cao điểm. Đề nghị các cấp thẩm quyền dẹp tình trạng trên. Xin chân thành cảm ơn!",https://congdanso.hanoi.gov.vn/phan-anh/lan-chiem-via-he-o-to-do-duoi-long-duong-gay-can-tro-giao-thong-va-nguoi-di-bo-272876
272842,Ha Noi,congdanso_hanoi,1,,"Hiện nay khu vực bên chân cầu đông trù thuộc địa phận xã đông anh, hà nội chưa có cầu/hầm đi bộ khiến người dân (bên phía trường tiểu học đông hội) gặp khó khăn và nguy hiểm trong việc đi sang bên phía đường đối diện phải băng qua quốc lộ 5. Do đó đề nghị cấp có thẩm quyền nghiên cứu, xây dựng cầu/hầm đi bộ để bảo đảm an toàn cho người dân",". Hiện nay khu vực bên chân cầu đông trù thuộc địa phận xã đông anh, hà nội chưa có cầu/hầm đi bộ khiến người dân (bên phía trường tiểu học đông hội) gặp khó khăn và nguy hiểm trong việc đi sang bên phía đường đối diện phải băng qua quốc lộ 5. Do đó đề nghị cấp có thẩm quyền nghiên cứu, xây dựng cầu/hầm đi bộ để bảo đảm an toàn cho người dân",https://congdanso.hanoi.gov.vn/phan-anh/de-nghi-xay-dung-cau-di-bo-dan-sinh-272842
